fish_name,tank_volume_m3,fish_count,initial_weight_g,stocking_density_fish_m3,temperature,ph,dissolved_oxygen,ammonia,nitrite,alkalinity,feed_protein_percent,daily_feed_kg,culture_period_days,final_weight_g,final_biomass_kg,survival_rate_percent,fcr
Rohu,39.5,9694,30.4,245.42,29.7,6.64,5.81,0.22,0.95,81.5,29.0,7.25,191,50.6,351.61,71.68,1.68
Pangasius,94.9,7599,32.4,80.07,27.3,6.8,3.86,0.7,0.31,162.1,29.8,6.032,175,67.36,394.14,77.0,1.48
Rohu,64.0,1952,29.1,30.5,24.3,8.02,3.71,0.59,0.96,76.6,30.7,1.505,191,48.46,66.03,69.8,1.8
Mrigal,38.0,9711,7.8,255.55,28.8,8.0,3.91,1.11,0.67,145.0,26.3,1.235,172,11.83,68.95,60,1.78
Tilapia,24.3,7387,77.6,303.99,31.8,6.66,6.96,0.1,0.81,173.1,26.4,9.573,169,152.8,843.15,74.7,1.38
Pabda,51.4,1832,33.4,35.64,28.5,6.75,6.43,0.75,0.69,111.1,32.7,1.089,228,65.19,83.99,70.32,1.64
Rohu,54.1,9167,32.6,169.45,28.4,7.19,6.85,0.12,0.26,138.5,25.8,8.637,172,54.22,418.79,84.26,1.78
Pangasius,75.4,8020,74.0,106.37,29.8,8.14,4.11,0.09,0.37,115.2,28.5,16.558,197,165.54,1242.78,93.61,1.3
Gulsha,77.9,4825,71.2,61.94,28.4,8.05,4.14,0.14,0.68,152.0,32.3,8.623,91,99.79,389.39,80.87,1.46
Gulsha,99.6,4068,47.8,40.84,27.1,8.04,4.62,0.82,0.98,165.8,31.3,3.753,170,79.72,247.27,76.25,1.77
Rohu,28.4,4833,51.3,170.18,26.6,6.51,3.95,1.0,0.65,140.4,34.7,6.496,174,75.15,217.91,60,1.9
Pabda,69.6,9574,25.0,137.56,31.1,7.29,7.39,0.07,0.64,112.2,29.4,5.29,213,47.42,373.34,82.24,1.65
Common Carp,47.1,2875,72.2,61.04,27.4,6.71,6.5,0.53,0.07,130.4,30.1,4.463,178,123.24,286.56,80.88,1.47
Rohu,39.7,8806,41.5,221.81,28.2,7.15,3.57,0.11,0.08,100.3,26.6,9.721,124,60.76,414.45,77.46,1.67
Magur,67.1,814,13.2,12.13,27.0,6.52,5.16,0.16,0.16,102.2,27.6,0.171,127,22.09,15.86,88.22,1.58
Koi,58.6,6468,43.3,110.38,31.0,7.68,5.91,0.46,0.34,107.4,29.5,4.985,180,90.54,529.75,90.46,1.48
Tilapia,87.1,3599,27.1,41.32,26.5,6.55,3.76,0.83,0.27,128.2,31.8,2.731,195,55.99,146.0,72.45,1.56
Shing,27.8,7267,20.5,261.4,27.5,7.21,4.97,0.46,0.57,70.3,27.3,3.873,133,32.31,183.14,77.99,1.68
Shing,94.4,370,79.5,3.92,30.2,7.62,5.76,0.77,0.74,93.2,34.6,0.479,139,127.57,35.83,75.9,1.73
Rohu,36.6,4166,46.6,113.83,25.5,8.25,4.27,0.62,0.62,173.9,30.5,3.32,118,69.7,205.36,70.72,1.89
Magur,34.0,2349,10.7,69.09,29.0,7.08,3.69,0.12,0.23,153.7,34.8,0.666,131,17.77,35.59,85.25,1.41
Silver Carp,77.3,5517,46.7,71.37,29.8,6.62,6.51,0.62,0.23,93.0,25.7,6.029,134,72.15,304.53,76.5,1.83
Shing,59.2,2004,79.3,33.85,26.9,7.67,6.46,1.15,0.21,101.7,27.0,3.067,174,136.79,201.95,73.67,1.7
Thai Koi,60.7,3327,33.0,54.81,28.8,7.03,6.86,0.93,0.51,106.3,28.9,2.24,153,56.76,145.04,76.81,1.76
Tilapia,53.4,5222,70.6,97.79,26.0,8.46,5.61,0.12,0.85,72.1,32.3,10.765,134,123.87,523.76,80.97,1.3
Thai Koi,67.9,6148,37.2,90.54,24.8,8.0,4.61,0.56,0.37,143.4,30.4,3.499,97,55.6,294.16,86.05,1.58
Rohu,20.5,1539,11.8,75.07,31.9,7.21,5.69,0.45,0.68,123.6,28.0,0.503,154,20.2,26.27,84.5,1.75
Gulsha,7.7,2398,26.4,311.43,25.1,7.1,6.15,0.83,0.52,73.4,32.6,1.431,192,46.12,74.43,67.3,1.81
Thai Koi,25.3,2573,79.2,101.7,30.1,6.94,4.6,0.96,0.15,95.0,33.7,4.381,95,125.08,269.6,83.77,1.42
Pabda,93.5,4445,22.0,47.54,27.2,7.55,4.74,0.97,0.49,112.6,34.2,2.415,100,33.5,126.19,84.74,1.69
Thai Koi,65.2,3096,71.7,47.48,26.3,7.59,6.41,1.15,0.98,107.9,25.8,6.637,162,116.97,239.33,66.09,1.52
Pabda,9.7,7717,60.5,795.57,28.5,6.55,3.53,0.42,0.1,125.0,29.5,10.692,178,103.14,577.37,72.54,1.82
Mrigal,93.5,8129,72.2,86.94,25.3,7.22,7.35,0.95,0.03,137.1,30.4,12.208,231,147.37,980.31,81.83,1.78
Magur,28.3,4924,9.9,173.99,30.3,7.29,4.86,0.26,0.86,149.4,25.9,1.219,208,20.02,73.84,74.9,1.69
Thai Koi,50.4,6505,69.9,129.07,28.0,7.1,5.09,0.93,0.95,93.0,29.4,10.14,162,128.77,650.11,77.61,1.61
Thai Koi,53.3,5434,29.3,101.95,26.4,8.13,4.53,1.18,0.18,147.5,30.9,3.582,182,56.45,232.34,75.74,1.71
Magur,88.8,5073,30.6,57.13,24.8,6.89,6.09,1.03,0.45,83.2,28.8,2.422,190,59.25,222.65,74.08,1.62
Magur,22.0,7424,67.6,337.45,24.3,7.87,4.25,0.27,0.56,151.0,29.1,9.636,159,112.19,625.03,75.04,1.67
Catla,44.7,8770,38.7,196.2,25.2,7.65,5.11,0.33,0.85,153.4,25.2,5.702,194,66.12,439.53,75.8,1.83
Tilapia,91.0,653,66.4,7.18,29.2,8.37,5.73,0.4,0.7,91.4,32.4,1.149,181,137.51,72.44,80.67,1.39
Mrigal,21.5,9971,60.3,463.77,30.8,7.56,4.74,0.37,0.5,120.4,31.4,16.715,198,107.21,905.79,84.73,1.65
Koi,33.5,5394,25.1,161.01,29.0,7.64,6.12,0.47,0.99,110.7,32.1,3.967,193,46.59,189.81,75.53,1.76
Magur,9.8,2795,38.5,285.2,27.1,7.42,4.69,0.49,0.64,106.2,28.9,2.464,225,76.51,159.75,74.7,1.59
Magur,56.9,1311,56.4,23.04,29.6,7.81,4.29,1.16,0.92,90.3,30.3,1.989,220,105.18,93.6,67.88,1.63
Thai Koi,98.9,6630,78.8,67.04,31.2,8.12,6.25,0.15,0.94,174.0,27.6,9.926,106,124.62,693.18,83.9,1.56
Magur,90.1,1506,75.2,16.71,31.6,8.14,5.12,0.62,0.4,120.4,33.9,2.65,202,152.71,196.24,85.33,1.45
Shing,37.8,1571,30.5,41.56,30.8,6.51,6.1,0.54,0.2,105.3,33.6,0.858,236,64.29,81.61,80.8,1.49
Tilapia,48.9,8991,28.8,183.87,30.3,7.06,3.66,0.29,0.9,130.0,26.9,7.069,166,55.08,351.77,71.03,1.61
Common Carp,5.5,7656,64.2,1392.0,27.6,6.57,5.65,0.99,0.68,104.7,31.9,14.696,222,110.89,564.07,66.44,1.77
Mrigal,28.7,4312,33.0,150.24,31.0,7.39,5.49,0.61,0.29,121.9,31.2,4.07,207,56.33,187.63,77.24,1.94
Silver Carp,18.8,6555,54.6,348.67,31.6,7.82,6.17,0.54,0.66,130.7,33.1,9.449,130,78.29,341.39,66.52,2.0
Catla,33.3,8646,46.1,259.64,24.1,7.68,4.24,0.32,0.41,160.6,34.2,7.772,187,79.98,586.31,84.79,1.61
Tilapia,51.8,7836,11.6,151.27,24.1,6.76,4.78,0.42,0.19,165.5,25.2,2.591,219,28.4,183.46,82.44,1.23
Koi,46.3,9710,68.7,209.72,31.8,6.92,5.73,0.38,1.0,110.6,30.4,18.345,131,114.26,860.98,77.6,1.8
Pabda,19.0,6236,53.6,328.21,28.1,7.08,4.29,1.17,0.9,145.1,34.5,7.788,139,76.31,288.9,60.71,1.64
Common Carp,51.9,3276,78.6,63.12,30.7,7.58,6.18,0.98,0.48,85.9,25.3,5.588,119,124.91,341.11,83.36,1.65
Mrigal,67.6,2706,36.0,40.03,29.0,7.67,5.07,0.5,0.48,70.3,30.7,2.455,157,63.51,155.44,90.44,1.55
Pabda,97.8,1583,73.0,16.19,30.5,6.88,3.93,0.2,0.52,172.4,31.6,3.039,165,124.82,151.62,76.73,1.82
Shing,43.1,4954,56.4,114.94,28.7,6.59,4.36,0.41,0.39,105.9,32.2,5.365,96,86.28,365.43,85.49,1.51
Shing,37.3,4668,45.8,125.15,29.7,8.02,3.59,0.73,0.88,80.8,30.5,4.746,147,71.9,230.64,68.72,1.81
Mrigal,59.1,737,66.7,12.47,25.9,6.89,5.2,0.92,0.35,143.6,28.4,1.386,149,106.65,64.36,81.88,1.74
Mrigal,54.2,2432,32.1,44.87,26.5,6.82,6.82,0.99,0.93,72.1,28.6,1.757,174,56.23,101.84,74.47,1.65
Pangasius,34.1,6622,55.2,194.19,31.0,8.21,6.96,0.95,0.21,138.2,31.2,7.932,147,102.34,509.37,75.16,1.66
Common Carp,60.5,6835,57.6,112.98,29.1,7.83,3.8,0.43,0.34,164.1,30.2,11.102,179,105.66,590.88,81.82,1.53
Tilapia,14.6,5769,73.7,395.14,26.4,8.15,6.84,0.55,0.18,179.5,29.6,7.483,209,158.24,704.02,77.12,1.65
Rohu,9.2,986,79.3,107.17,31.8,7.92,5.45,0.39,0.06,152.5,26.3,2.268,217,158.01,143.99,92.42,1.75
Shing,34.0,1164,46.8,34.24,30.8,7.12,3.57,0.61,0.47,83.7,26.4,1.58,126,74.96,66.38,76.08,1.71
Magur,27.0,9870,46.8,365.56,30.3,7.63,7.3,0.23,0.54,169.5,32.1,8.361,108,69.17,517.42,75.79,1.82
Shing,46.1,569,34.2,12.34,31.4,6.98,7.45,0.47,0.8,145.4,28.5,0.529,95,52.46,24.89,83.4,1.47
Mrigal,35.5,2742,68.0,77.24,31.5,7.49,6.61,0.89,0.85,153.7,26.6,4.121,134,102.67,216.37,76.86,1.72
Catla,95.4,4440,45.8,46.54,26.0,7.66,7.4,0.32,0.95,165.7,26.9,3.416,142,76.81,288.73,84.66,1.56
Gulsha,51.2,1043,30.4,20.37,29.2,6.61,6.74,0.56,0.61,128.2,26.1,0.929,219,55.22,41.59,72.2,1.66
Catla,66.3,6051,9.5,91.27,28.6,7.68,4.27,1.15,0.66,133.9,30.8,1.661,135,14.5,56.86,64.8,1.87
Common Carp,11.6,8292,51.7,714.83,31.5,7.53,6.49,0.46,0.73,129.9,25.7,6.559,158,84.72,523.28,74.49,1.7
Common Carp,63.6,7701,37.4,121.08,28.8,7.53,4.02,0.67,0.31,129.5,25.8,7.344,174,68.08,446.35,85.14,1.65
Tilapia,98.9,666,59.9,6.73,31.8,8.15,3.54,0.93,0.19,106.1,25.2,1.189,124,105.55,54.95,78.17,1.51
Mrigal,74.5,8189,19.7,109.92,26.7,7.45,3.8,0.59,0.69,88.1,30.1,2.597,168,30.35,173.58,69.83,1.79
Rohu,46.3,2219,52.3,47.93,24.1,6.61,4.3,0.13,0.19,135.3,32.5,3.075,190,94.52,185.93,88.65,1.57
Pabda,77.3,6795,25.4,87.9,27.6,8.03,5.47,0.37,0.83,118.3,33.4,3.262,188,46.7,259.78,81.86,1.48
Koi,25.7,556,18.1,21.63,25.4,6.55,6.0,0.51,0.41,133.3,30.8,0.277,186,36.21,16.12,80.07,1.42
Rohu,69.0,8491,49.6,123.06,30.7,7.87,4.99,1.07,0.33,99.2,31.3,10.992,156,80.8,504.71,73.56,1.77
Shing,19.8,2871,27.0,145.0,30.3,7.89,4.34,0.52,0.47,151.9,25.1,1.535,115,41.67,99.14,82.88,1.66
Pabda,58.4,1460,63.1,25.0,29.7,7.73,6.86,0.82,0.34,106.6,33.9,1.548,107,96.32,118.33,84.14,1.71
Silver Carp,44.2,6196,75.5,140.18,30.2,6.76,5.31,0.9,0.39,140.7,31.0,13.473,230,140.26,677.32,77.94,1.83
Mrigal,89.4,2503,34.8,28.0,26.2,7.74,3.57,0.97,0.53,77.6,26.8,2.369,205,61.86,107.05,69.14,1.86
Silver Carp,68.5,2212,22.1,32.29,30.0,8.44,4.69,0.28,0.97,85.1,32.7,1.09,189,40.5,69.5,77.58,1.82
Pangasius,19.4,3073,14.0,158.4,30.7,7.13,4.49,1.14,0.98,72.7,32.2,0.645,199,25.47,49.4,63.12,1.59
Tilapia,40.7,9916,34.1,243.64,24.1,7.0,4.81,0.24,0.51,77.7,30.1,5.376,101,54.81,425.29,78.25,1.42
Koi,9.9,2690,25.3,271.72,27.1,6.87,5.22,0.31,0.6,124.7,26.0,1.103,238,53.82,110.29,76.18,1.8
Gulsha,32.7,5323,79.3,162.78,29.5,7.1,6.58,0.37,0.3,137.0,30.0,7.134,152,132.73,572.19,80.99,1.67
Koi,57.0,5859,50.7,102.79,27.0,7.04,7.37,0.18,0.22,98.6,28.3,7.694,206,116.42,616.58,90.39,1.36
Thai Koi,59.6,7080,57.3,118.79,32.0,6.59,6.93,0.76,0.5,122.3,28.5,9.899,121,89.34,516.6,81.67,1.62
Shing,15.3,304,37.0,19.87,25.2,8.14,7.24,0.23,0.95,98.2,30.6,0.318,100,53.66,13.87,85.04,1.69
Koi,74.1,1074,29.2,14.49,29.8,7.54,5.44,0.42,0.66,89.6,32.1,0.768,204,58.78,54.33,86.05,1.53
Thai Koi,51.6,5740,18.5,111.24,32.0,7.61,6.5,0.47,0.71,98.1,26.6,2.007,92,26.56,129.83,85.17,1.43
Thai Koi,18.1,6065,45.9,335.08,31.8,7.84,3.67,0.06,0.86,99.7,27.2,4.565,214,86.5,371.25,70.77,1.63
Rohu,13.1,7027,16.3,536.41,24.3,7.05,3.66,0.89,0.53,73.9,34.1,2.405,131,22.84,103.52,64.5,1.7
Koi,46.2,858,70.3,18.57,26.6,7.85,3.5,1.07,0.78,153.7,30.9,1.731,146,107.07,56.75,61.78,1.64
Mrigal,52.7,2861,79.7,54.29,29.0,6.79,3.84,0.21,0.99,95.6,25.7,5.655,151,120.81,242.57,70.18,1.69
Thai Koi,20.3,1336,60.2,65.81,30.1,7.8,7.23,0.12,0.09,86.3,29.4,1.295,118,103.26,129.66,93.98,1.45
Pabda,80.7,2798,14.9,34.67,28.6,6.58,5.33,0.55,0.11,174.4,31.7,0.98,232,30.81,68.12,79.03,1.61
Silver Carp,11.3,8780,63.7,776.99,30.3,7.44,4.39,0.92,0.54,119.2,34.3,12.808,221,118.04,692.91,66.86,1.89
Mrigal,87.1,8727,29.7,100.2,28.6,7.99,6.49,0.66,0.41,109.3,25.9,4.069,219,59.41,429.51,82.84,1.58
Shing,27.5,1505,22.2,54.73,24.9,8.45,4.08,0.42,0.43,138.3,33.3,0.652,129,35.98,47.26,87.28,1.7
Rohu,74.1,8841,12.3,119.31,29.9,7.03,5.82,0.16,0.07,155.6,33.1,3.197,125,19.64,161.25,92.88,1.73
Pabda,30.6,1121,60.8,36.63,24.0,7.66,6.76,0.62,0.05,114.6,27.5,1.643,146,99.5,92.55,82.98,1.49
Rohu,29.1,9958,20.9,342.2,25.9,8.39,6.42,1.17,0.76,112.1,34.5,4.391,185,31.2,186.43,60,1.91
Rohu,36.7,744,20.8,20.27,30.5,6.8,5.58,1.0,0.36,164.0,31.7,0.234,240,42.94,27.3,85.47,1.54
Shing,90.9,556,14.8,6.12,28.7,7.15,5.76,0.31,0.9,102.7,30.8,0.245,224,30.6,14.3,84.05,1.64
Gulsha,38.3,2742,33.7,71.59,26.4,7.1,4.7,0.26,0.46,135.9,34.5,1.608,154,62.39,156.47,91.46,1.47
Thai Koi,43.9,3510,57.1,79.95,24.0,7.07,4.73,0.48,0.89,122.6,27.3,5.191,100,90.64,264.73,83.21,1.6
Thai Koi,84.4,4138,6.7,49.03,29.4,8.08,4.01,0.8,0.2,172.9,31.0,0.676,102,9.85,34.65,85.03,1.37
Catla,62.3,3062,68.9,49.15,28.5,8.24,4.7,0.99,0.33,89.3,26.8,5.886,188,126.22,309.49,80.08,1.55
Pangasius,62.7,7574,39.2,120.8,28.4,7.83,6.35,0.57,0.98,148.9,25.5,5.344,195,83.56,496.08,78.38,1.55
Common Carp,73.6,1860,69.1,25.27,28.4,8.03,5.18,0.89,0.33,80.3,34.8,3.676,109,107.07,169.41,85.07,1.62
Catla,71.1,1162,28.6,16.34,25.2,7.74,3.84,0.45,0.29,82.8,26.6,0.771,120,42.38,40.27,81.76,1.7
Rohu,76.7,7936,57.3,103.47,27.3,7.73,7.36,0.4,0.2,95.4,27.9,8.094,214,118.61,877.09,93.18,1.51
Thai Koi,28.7,3480,62.0,121.25,31.0,7.83,6.76,0.38,0.12,102.4,33.3,3.258,103,99.35,312.14,90.28,1.44
Silver Carp,42.0,1414,10.9,33.67,29.5,6.8,4.03,0.39,0.4,161.9,32.8,0.388,215,20.93,26.26,88.75,1.65
Silver Carp,22.8,7330,64.7,321.49,24.9,8.31,4.04,0.12,0.21,114.0,26.3,10.007,149,107.89,614.05,77.65,1.58
Gulsha,23.6,1830,33.3,77.54,25.7,6.79,3.68,1.09,0.24,163.7,33.9,1.792,168,54.6,64.0,64.05,1.62
Rohu,28.9,5131,48.8,177.54,28.0,7.3,5.04,0.18,0.1,97.0,32.8,7.011,218,95.25,404.96,82.86,1.51
Koi,78.6,3094,16.4,39.36,24.3,8.1,3.94,0.56,0.94,116.8,26.4,1.106,167,29.46,62.4,68.47,1.79
Shing,43.7,8342,55.1,190.89,28.7,7.12,4.89,0.65,0.95,164.5,27.6,8.228,174,91.35,529.18,69.44,1.72
Silver Carp,98.4,5389,23.4,54.77,26.0,6.65,3.91,0.81,0.83,117.3,33.8,2.018,183,36.96,128.73,64.63,1.77
Pangasius,89.5,3417,78.1,38.18,27.7,7.55,4.56,0.97,0.39,81.3,32.2,5.738,181,172.71,497.03,84.22,1.36
Shing,37.0,5777,79.6,156.14,26.9,7.94,4.5,0.07,0.07,162.2,28.7,11.036,93,118.59,574.78,83.9,1.49
Gulsha,85.9,7741,52.0,90.12,28.5,7.91,6.85,1.14,0.39,87.7,27.5,8.091,127,80.1,445.41,71.83,1.75
Tilapia,24.8,2373,56.1,95.69,29.7,6.82,6.81,0.79,0.61,92.4,32.1,3.661,166,111.18,211.5,80.17,1.64
Pangasius,7.7,4611,35.9,598.83,27.7,8.37,5.42,0.22,0.1,71.5,27.2,3.84,203,79.65,299.04,81.42,1.38
Koi,54.2,2824,62.1,52.1,25.2,7.15,5.74,1.18,0.66,131.1,31.9,2.859,237,124.0,236.65,67.58,1.56
Thai Koi,92.2,8936,47.8,96.92,24.1,6.61,3.67,1.12,0.93,172.8,32.5,6.877,213,83.61,448.28,60,1.6
Mrigal,88.2,9626,36.9,109.14,27.4,8.48,4.19,0.2,0.28,77.9,33.8,10.265,125,56.76,470.23,86.07,1.54
Mrigal,29.6,8835,74.6,298.48,26.6,6.64,3.94,0.19,0.06,156.8,27.7,11.139,124,109.61,706.92,73.0,1.7
Pangasius,22.5,4737,58.8,210.53,25.1,6.69,4.58,0.49,0.86,139.6,30.4,4.206,184,116.71,405.57,73.36,1.58
Rohu,58.6,4462,45.1,76.14,29.2,6.62,5.52,0.96,0.68,159.1,28.6,5.091,175,76.4,242.15,71.03,1.71
Pabda,16.0,9509,32.1,594.31,25.1,6.69,7.3,0.37,0.11,173.6,30.3,4.884,196,61.67,470.42,80.22,1.62
Pangasius,15.1,5565,39.6,368.54,24.1,7.96,3.98,0.77,0.96,158.2,30.0,5.333,213,77.22,279.01,64.93,1.62
Mrigal,58.7,1453,71.9,24.75,28.0,6.83,6.29,0.12,0.88,109.6,28.4,1.954,178,123.6,152.02,84.65,1.68
Catla,93.3,7695,46.7,82.48,24.3,7.49,6.63,1.18,0.43,112.0,33.4,8.193,222,87.46,498.58,74.08,1.92
Magur,49.7,6152,75.1,123.78,25.3,7.95,5.23,0.79,0.43,88.8,29.4,10.719,186,138.63,707.88,83.0,1.48
Koi,83.9,5347,41.8,63.73,30.6,8.27,7.43,0.39,0.57,125.3,32.7,3.822,104,65.2,280.9,80.57,1.52
Shing,52.2,7236,56.9,138.62,29.3,8.14,6.83,0.26,0.17,143.7,30.0,7.205,157,103.5,671.78,89.7,1.5
Common Carp,95.9,4684,29.3,48.84,25.9,7.53,7.11,0.89,0.65,93.2,29.4,3.129,230,60.43,214.49,75.78,1.77
Rohu,54.6,9818,70.9,179.82,32.0,8.42,4.69,0.86,0.86,148.1,25.6,11.973,176,107.16,669.86,63.67,1.87
Thai Koi,22.5,8552,11.4,380.09,30.1,7.0,6.05,0.94,0.72,98.9,27.4,1.696,227,23.19,141.6,71.39,1.51
Common Carp,88.7,4288,31.5,48.34,28.3,7.87,7.2,0.55,0.08,150.5,25.8,3.471,122,49.13,174.53,82.85,1.68
Koi,32.9,2820,67.7,85.71,24.7,6.96,4.94,0.18,0.2,150.1,25.8,3.36,194,147.63,375.9,90.29,1.55
Pabda,71.9,6245,40.3,86.86,30.1,7.77,6.43,0.67,0.68,150.7,26.8,6.141,240,80.28,376.29,75.06,1.6
Silver Carp,43.6,7790,20.6,178.67,30.1,6.76,3.91,0.4,0.4,158.6,31.6,4.108,193,35.8,203.75,73.06,1.93
Catla,56.7,4910,22.1,86.6,30.3,6.92,5.19,1.09,0.68,122.5,25.4,2.865,124,30.67,103.18,68.51,1.82
Shing,97.2,9886,14.3,101.71,24.2,7.85,4.97,0.14,0.04,166.1,28.2,2.898,111,23.95,217.44,91.83,1.41
Mrigal,75.3,7105,21.7,94.36,29.6,8.02,4.86,0.2,0.42,154.6,30.2,4.147,131,36.22,231.39,89.91,1.62
Pabda,94.5,1818,27.6,19.24,25.3,8.49,6.63,1.03,0.05,172.6,31.3,1.134,116,38.21,47.33,68.13,1.85
Gulsha,48.3,5843,17.6,120.97,31.0,6.66,3.57,0.29,0.97,116.4,27.8,1.851,107,24.94,101.13,69.4,1.76
Silver Carp,63.0,472,79.7,7.49,29.3,7.39,7.18,0.97,0.81,110.1,26.2,0.598,200,144.03,52.71,77.54,1.8
Common Carp,43.6,8261,36.3,189.47,28.9,6.73,3.75,0.92,0.63,115.6,25.0,5.728,209,62.06,307.63,60,1.82
Rohu,48.4,9607,70.6,198.49,30.9,6.91,3.77,0.54,0.13,99.9,26.7,12.005,114,102.38,668.16,67.93,1.69
Silver Carp,69.0,4714,19.2,68.32,26.1,8.42,3.96,0.3,0.34,93.8,28.0,2.408,184,32.26,119.38,78.51,1.56
Pangasius,60.7,7368,65.2,121.38,30.0,7.24,6.13,0.69,0.6,178.0,25.6,9.512,106,108.37,623.13,78.04,1.65
Tilapia,75.4,1523,40.7,20.2,25.9,7.44,5.99,0.92,0.51,127.4,30.6,1.562,149,78.93,94.26,78.41,1.54
Pabda,94.4,8354,73.4,88.5,29.6,6.75,3.57,0.44,0.32,110.1,27.8,17.047,175,133.8,885.83,79.25,1.64
Catla,65.6,9236,64.7,140.79,31.7,7.13,7.49,0.93,0.96,125.8,30.5,15.298,212,118.1,826.23,75.75,1.92
Tilapia,57.2,3458,40.4,60.45,27.9,8.23,6.2,1.09,0.46,96.1,25.1,2.431,186,83.58,204.49,70.75,1.53
Pabda,97.0,637,5.1,6.57,27.2,7.05,7.34,0.5,0.26,130.1,34.3,0.073,188,9.86,5.78,91.97,1.55
Pangasius,75.6,6918,59.8,91.51,27.8,8.15,3.97,0.91,0.53,179.0,34.5,6.536,124,95.62,474.81,71.78,1.64
Common Carp,10.4,6855,59.7,659.13,26.0,8.13,4.48,0.47,0.29,80.1,26.5,8.594,228,127.7,737.66,84.27,1.5
Mrigal,93.3,5231,72.3,56.07,31.9,6.79,6.13,0.9,0.07,161.0,33.1,6.467,178,128.69,543.44,80.73,1.67
Tilapia,84.1,9741,36.0,115.83,29.2,8.4,4.02,1.08,0.96,71.9,30.1,7.89,187,70.9,461.14,66.77,1.55
Common Carp,98.3,5555,7.2,56.51,30.6,8.07,4.79,1.17,0.43,173.5,26.5,0.624,110,10.74,45.4,76.1,1.89
Silver Carp,81.6,6870,60.3,84.19,24.8,8.42,6.88,1.19,0.23,150.4,30.5,11.061,234,112.96,528.32,68.08,1.78
Tilapia,42.8,3360,19.9,78.5,27.9,7.65,5.12,0.62,0.07,172.2,35.0,1.244,213,49.23,140.39,84.87,1.32
Thai Koi,62.0,4011,28.0,64.69,26.2,7.17,5.27,0.63,0.13,107.7,30.3,2.898,122,44.8,154.33,85.88,1.62
Thai Koi,41.3,5339,18.3,129.27,28.1,8.47,7.39,0.58,0.18,123.7,28.2,2.306,214,38.37,165.4,80.75,1.45
Common Carp,31.4,5793,24.0,184.49,27.5,7.12,6.76,0.66,0.22,139.2,31.9,2.461,180,40.92,182.04,76.79,1.75
Silver Carp,73.1,4278,51.5,58.52,26.8,7.71,3.86,0.67,0.19,130.2,34.7,5.53,151,84.86,275.29,75.83,1.94
Common Carp,13.9,7261,76.8,522.37,29.0,8.26,4.32,0.66,0.7,80.8,27.3,13.328,121,108.58,511.99,64.94,1.84
Pabda,96.2,3077,5.5,31.99,28.9,8.38,4.73,0.34,0.52,130.4,31.2,0.481,110,8.48,20.13,77.14,1.67
Shing,80.0,6776,69.5,84.7,25.0,8.33,5.7,1.12,0.62,161.6,26.7,10.784,155,107.9,459.94,62.91,1.7
Gulsha,9.1,838,65.1,92.09,30.0,7.93,5.83,0.11,0.51,91.1,29.5,1.604,208,133.37,93.48,83.64,1.66
Magur,32.5,7675,51.1,236.15,26.8,6.59,3.63,0.65,0.84,123.4,31.6,11.727,135,71.73,330.32,60,1.6
Gulsha,15.4,3538,50.6,229.74,27.4,7.33,6.57,0.49,0.25,77.1,30.0,3.008,178,89.82,262.4,82.57,1.51
Rohu,47.9,2316,53.1,48.35,25.9,6.73,5.37,1.17,0.79,167.8,30.5,2.755,130,78.45,112.12,61.71,1.67
Silver Carp,7.7,3050,52.6,396.1,26.9,6.76,7.09,0.38,0.07,150.6,26.2,3.914,153,84.78,198.89,76.92,1.74
Pangasius,26.1,5550,57.8,212.64,26.0,7.55,6.42,0.75,0.5,138.9,31.1,7.314,156,106.99,470.36,79.21,1.57
Catla,88.8,4416,12.3,49.73,26.7,6.66,4.35,0.91,0.67,105.7,27.1,1.162,151,19.23,59.64,70.21,1.73
Catla,95.6,7841,18.6,82.02,25.1,7.82,7.11,0.35,0.41,110.2,29.9,3.836,160,32.27,230.55,91.11,1.62
Pabda,75.6,8540,6.2,112.96,29.1,7.45,3.92,0.99,0.21,74.7,34.8,1.424,184,10.94,68.84,73.71,1.81
Silver Carp,68.9,8697,17.5,126.23,29.2,6.73,4.61,1.09,0.09,75.1,34.6,4.094,101,24.73,152.52,70.9,1.96
Koi,56.4,1305,55.5,23.14,27.1,7.69,4.59,0.32,0.47,82.9,33.8,2.093,152,101.46,123.33,93.14,1.53
Mrigal,60.7,8826,65.7,145.4,30.2,7.33,5.84,0.73,0.66,151.6,30.1,13.163,121,99.97,668.43,75.76,1.71
Mrigal,44.4,3784,61.1,85.23,25.5,8.41,5.75,0.66,0.2,139.6,30.5,3.584,107,90.13,264.84,77.65,1.6
Pangasius,84.8,7242,59.5,85.4,25.4,8.24,3.6,0.62,0.12,171.3,31.4,9.307,233,138.08,729.48,72.95,1.74
Mrigal,18.3,8776,59.7,479.56,26.6,6.95,4.35,0.1,0.32,173.9,34.4,10.636,194,112.44,829.61,84.07,1.63
Silver Carp,92.0,3506,15.0,38.11,30.7,7.85,5.72,0.05,0.51,168.4,27.9,1.499,123,22.69,67.33,84.64,1.74
Pangasius,8.5,5356,11.5,630.12,25.1,6.73,4.73,0.84,0.44,118.7,27.9,1.096,173,21.08,80.9,71.66,1.67
Shing,74.4,5661,58.4,76.09,27.7,7.41,7.47,1.07,0.72,137.0,33.1,5.62,217,114.55,439.72,67.81,1.63
